rank,category,region,candidate_name,candidate_type,post_count,sample_titles,sample_links
14,food,인천,부평,candidate,4,"인천 부평 양꼬치 맛집 추천 ""초원양꼬치""|[인천/부평] 산곡역 근처 청천동 안주 맛집 , 땅콩술방|[인천 부평] 비 오는 날 생각나서 다녀온 부평 소머리국밥 맛집 ...|인천 부평 한식 맛집 가성비 점심 해장국 혼밥 추천",https://blog.naver.com/3040204/224301733616|https://blog.naver.com/eens_2/224301836212|https://blog.naver.com/uhagodqhr94/224301819658|https://blog.naver.com/beargobear/224301831705
15,food,제주,서귀포,candidate,4,"제주,서귀포,중문 맛집 제주운치 서귀포 중문점 뷰 좋은 중문...|제주 서귀포 카페 말차 전문점 슬로우 말차|제주 서귀포 치유의숲 입니다|주말여행 어디갈지 고민된다면? 제주 서귀포 바다뷰에서 끝내는...",https://blog.naver.com/brswye/224295399190|https://blog.naver.com/pmina0610/224301757744|https://blog.naver.com/ikje1225/224301811952|https://blog.naver.com/youngvin7205/224300690288
16,domestic_travel,제주,서귀포,candidate,4,제주 서귀포 카페 말차 전문점 슬로우 말차|제주 서귀포 치유의숲 입니다|제주 서귀포 천지연폭포 야간명소 주차장 정보|주말여행 어디갈지 고민된다면? 제주 서귀포 바다뷰에서 끝내는...,https://blog.naver.com/pmina0610/224301757744|https://blog.naver.com/ikje1225/224301811952|https://blog.naver.com/ssoyeon_yoon/224301699889|https://blog.naver.com/youngvin7205/224300690288
17,domestic_travel,부산,서면,candidate,4,"[부산 서면] 매콤한 쭈꾸미가 땡길땐 홍스쭈꾸미 서면점!|[부산 서면] 서면고기집 소장각, 가성비로 즐기는 소갈비살...|부산 서면 수제버거 맛집 치킨버거클럽 후기|부산 서면• 전포 카페_[이즈더네임] 방문 솔직 후기(내돈 내산)",https://blog.naver.com/singbbu/224301827645|https://blog.naver.com/ranpunzels/224301775344|https://blog.naver.com/qnzo019/224301713003|https://blog.naver.com/kimeum715/224301693545
18,domestic_travel,가평,아침고요수목원,candidate,4,가평 당일치기 정답 가평 아침고요수목원 수국축제 잣두부정식...|가평 아침고요수목원 맛집 추천 밤나무집춘천닭갈비|가평 아침고요수목원 수국축제 다녀온 후기 사진으로 보던...|06월 일일투어 추천 뚜벅이 여행 가평 아침고요수목원!,https://blog.naver.com/minago_/224300304123|https://blog.naver.com/cabotin_8494/224296484004|https://blog.naver.com/nana_school/224301394724|https://blog.naver.com/okok002300/224301293747
19,domestic_travel,가평,자라섬,candidate,4,"가평 자라섬 꽃페스타 실시간 후기｜수국 양귀비 만개, 지금...|가평 자라섬 꽃 페스타 다녀온 후기 생각 없이 갔다가 사진만...|서울 근교 꽃구경 추천! 가평 자라섬 꽃 페스타에서 만나는...|가평 자라섬 꽃축제 2026 총정리｜남도꽃정원 봄꽃페스타...",https://blog.naver.com/hoppog/224301491239|https://blog.naver.com/nana_school/224301396872|https://blog.naver.com/usi345/224299351255|https://blog.naver.com/123whywhy/224299354360
20,domestic_travel,가평,자라섬꽃축제,attraction,4,2026 자라섬 꽃 페스타 총정리｜위치·기간·입장료·주차...|서울 근교 꽃구경 추천! 가평 자라섬 꽃 페스타에서 만나는...|2026 자라섬 꽃 페스타 꽃축제|일정 주차 할인 꿀팁|가평 가볼만한곳 추천 2026 자라섬 꽃축제 다녀온 후기,https://blog.naver.com/boxbox45/224300172384|https://blog.naver.com/usi345/224299351255|https://blog.naver.com/nizekk/224299703527|https://blog.naver.com/sitimibi85/224297294108
21,domestic_travel,전주,한옥마을,candidate,4,전라도 2박 3일 여행 1일차｜전주 한옥마을 + 신라스테이 전주|호텔 신라 스테이 전주 한옥마을 (SHILLA STAY) AGODA...|전주 한옥마을 가볼만한곳 전주 향교 포함 전주 한옥마을 여행|전주 한옥마을 여행 코스 (주차 상세 정보 포함),https://blog.naver.com/cafedrawing/224301496917|https://blog.naver.com/agoda_klook_/224300996844|https://blog.naver.com/sin961027/224301762091|https://blog.naver.com/dpftkskem/224301403350
22,food,인천,가성비,candidate,3,재료만 고집하는 무한리필 인천 가성비 맛집 내돈내산 솔직 후기|주말 점심 특선 메뉴가 있는 가성비 인천 서창동 초밥 맛집 ...|☀️인천 가성비 맛집 ! 정말 맛있는 인천 맛집 유튜브...,https://blog.naver.com/travelermcp/224301742000|https://blog.naver.com/lifelab_hj/224301830806|https://blog.naver.com/taeyangsnsgroup24/224300381904
23,food,광주,경기,candidate,3,"경기 광주 카페, 디저트 맛있는 “제주베어하우스”|경기 광주 태전동한식 오메이징어 후기|[경기/광주] 6월 가볼만한곳 추천, 몽글몽글 수국이 가득한...",https://blog.naver.com/mimlover91/224301867839|https://blog.naver.com/bokgil6323/224301776622|https://blog.naver.com/noxdemo/224301548873
24,domestic_travel,가평,계곡,candidate,3,"가평 계곡 촌캉스 펜션, 임초리부뚜막 303호 솥뚜껑 바베큐...|가평 계곡 앞 독채펜션! 추천 초록정원계곡독채펜션 가족 여행|가평 계곡 앞 단체펜션 추천 초록정원계곡독채펜션에서...",https://blog.naver.com/cjstkdlf007/224301796322|https://blog.naver.com/wwkd01/224299112063|https://blog.naver.com/dldusdn0725/224299053241
25,food,종로,광장시장,travel_spot,3,"광장시장 자매육회집 육회비빕밥 후기|광장시장 맛집 전라도횟집 내돈내산 후기｜모둠회 2인 25...|광장시장 먹거리 투어 후기, 줄 서서 먹은 맛집 4곳",https://blog.naver.com/veritavitia/224301838148|https://blog.naver.com/oburi-/224301407518|https://blog.naver.com/yellowbabo/224301203451
26,food,부산,기장,candidate,3,부산 기장 대게 맛집 과 여행 코스 완벽 가이드|부산 기장 카페 맛집|대형... “ 방문후기 2탄( 내돈내산 )|부산 기장 여행 오션뷰 카페 웨이브온 대나무 영화 촬영지...,https://blog.naver.com/gnyyumth121/224295086836|https://blog.naver.com/moonglade15/224301803449|https://blog.naver.com/4729581/224301792300
27,domestic_travel,강릉,뚜벅이,candidate,3,혼자 바다보러 가기 강릉 뚜벅이 당일치기 여행코스 추천|강릉 뚜벅이 당일치기 여행 2탄 하슬라 아트월드|강릉 뚜벅이 당일치기 토요일 눈치게임 성공(툇마루...,https://blog.naver.com/yoonsss22/224301654841|https://blog.naver.com/maum085/224301540337|https://blog.naver.com/rmaaywls/224301514626
28,food,제주,보배반점,candidate,3,보배반점 제주삼화점에서 만난 제주 중국집의 특별한 맛과...|제주시 중식의 풍미 속에 자리한 보배반점 제주시청점 이야기|보배반점 제주도청점에서 느끼는 연동 맛집 의 정겨운 중식 스토리,https://blog.naver.com/rldlf6476/224301871821|https://blog.naver.com/pwh5260/224301829419|https://blog.naver.com/jinguem030701/224301815693
29,food,대구,서문시장,travel_spot,3,"[대구 서문시장 맛집 ] 빨간어묵 원조 맛집 ‘부산어묵장돌이’...|[대구 서문시장 먹거리] 고소함 폭발! 겉바속촉 추억의 맛...|[글쓰기] 260503 : 대구 여행 1일차 / 서문시장, 동성로...",https://blog.naver.com/coma112233/224301849712|https://blog.naver.com/coma112233/224301836768|https://blog.naver.com/kkokkorun/224301643583
30,domestic_travel,대구,서문시장,travel_spot,3,"[대구 서문시장 맛집 ] 빨간어묵 원조 맛집 ‘부산어묵장돌이’...|[대구 서문시장 먹거리] 고소함 폭발! 겉바속촉 추억의 맛...|[글쓰기] 260503 : 대구 여행 1일차 / 서문시장, 동성로...",https://blog.naver.com/coma112233/224301849712|https://blog.naver.com/coma112233/224301836768|https://blog.naver.com/kkokkorun/224301643583
31,food,수원,스타필드,candidate,3,수원 스타필드 인근 석암생소금구이 맛집 탐방|[수원] 1박2일 여행 :: 수원 스타필드 핫쵸|행궁동...|수원 스타필드 추천|런던베이글 뮤지엄 후기,https://blog.naver.com/wyfri530/224295253594|https://blog.naver.com/myominey/224301824552|https://blog.naver.com/ararop/224295893357
32,food,광주,육전,candidate,3,"전현무계획3 광주 육전 맛집 연화식당 위치 가격 주차 팁 총정리|전현무계획 광주 육전 맛집 연화식당, 방문 전 꼭 볼 메뉴·위치...|전현무계획 광주 육전 연화식당 예약부터 메뉴까지 완벽 정리",https://blog.naver.com/tornadoofsoul/224301770965|https://blog.naver.com/flemznls1/224301561961|https://blog.naver.com/ehdhksrn/224301782234
33,food,부산,전포,candidate,3,[부산 전포 맛집 ] 돈까스 파스타 고온 내돈내산 후기|[부산] 전포 수육 맛집 갱상도 간받이수육에 해물칼국수까지|(부산/전포) 라떼 밀크티 블루리본 커피 맛집 ...,https://blog.naver.com/so_rrrrr/224301837066|https://blog.naver.com/suunn247/224301808049|https://blog.naver.com/eldrn990/224301744329
34,food,광주,전현무계획,candidate,3,"전현무계획 광주 연화식당 예약 주차 혼밥 육전 맛집 위치 총정리|전현무계획 광주 육전 맛집 연화식당, 방문 전 꼭 볼 메뉴·위치...|전현무계획 광주 육전 연화식당 예약부터 메뉴까지 완벽 정리",https://blog.naver.com/overthesense/224301637298|https://blog.naver.com/flemznls1/224301561961|https://blog.naver.com/ehdhksrn/224301782234
35,food,광주,전현무계획3,candidate,3,"전현무계획3 광주 맛집 3곳 한 번에 정리｜육전·돼지국밥...|전현무계획3 광주 육전 맛집 연화식당 위치 가격 주차 팁 총정리|전현무계획3 광주 맛집 3 코스 정리: 국밥·오리탕·육전, 방문...",https://blog.naver.com/e150934/224301849679|https://blog.naver.com/tornadoofsoul/224301770965|https://blog.naver.com/flemznls1/224301796267
36,food,광주,첨단,candidate,3,[광주/첨단] 광주 냉면 맛집 _청석골칡냉면 내돈내산 후기|광주 맛집 첨단 핫플 추천 리조또와 피자가 맛있는...|광주 첨단 라멘 맛집 미소라멘&카츠 돈코츠라멘 카츠카레 후기,https://blog.naver.com/gayajisun/224301808263|https://blog.naver.com/choggang1578/224301723548|https://blog.naver.com/upjjing/224301841610
37,food,종로,3가맛집,restaurant,2,"종각 맛집 추천, 인사동 맛집 코미도리 종각점 숙성도미회...|청계천에서 먹기 좋은 샌드위치 맛집 파작 PAZAC 내돈내산 후기",https://blog.naver.com/ssanta7/224300754997|https://blog.naver.com/happy_thingss/224300384875
38,food,종로,3가카페,cafe,2,"종로3가점 :: 서울3대 아인슈페너 맛집 , 종로 데이트 추천|서울3대아인슈페너 맛집 시애틀커피하우스 종로3가점",https://blog.naver.com/ggaonii/224301740961|https://blog.naver.com/skdud3758/224301690483
39,food,종로,5가맛집,restaurant,2,"비 오는 날 광장시장 데이트, 낙지탕탕이와 종로빈대떡|광장시장 맛집 전라도횟집 내돈내산 후기｜모둠회 2인 25...",https://blog.naver.com/ji0edaa/224301760040|https://blog.naver.com/oburi-/224301407518
40,food,부산,가성비,candidate,2,[부산 맛집 ] 가성비 좋은 현지인 추천 부전시장 밥집...|부산 가성비 여행의 정석 리순덕 호텔 투숙 후기부터 츤데레...,https://blog.naver.com/g_roadh/224301852253|https://blog.naver.com/alsdnd7464/224301508155
41,domestic_travel,부산,가성비,candidate,2,[부산 맛집 ] 가성비 좋은 현지인 추천 부전시장 밥집...|부산 가성비 여행의 정석 리순덕 호텔 투숙 후기부터 츤데레...,https://blog.naver.com/g_roadh/224301852253|https://blog.naver.com/alsdnd7464/224301508155
42,food,강남,가성비,candidate,2,강남 가성비 맛집 장인닭갈비 내돈내산 솔직후기|강남 가성비 칵테일바 실내데이트 Stay in 비밀의 정원,https://blog.naver.com/02haeun/224295045842|https://blog.naver.com/skagusdl6354/224301649381
43,domestic_travel,가평,가족,candidate,2,봄 가평 가족 여행 추천 <더스테이힐링파크> 포레스트A타입 후기.|서울 근교 레저 추천 가평카트장 체험 후기 가평 가족 여행 코스,https://blog.naver.com/kimd0827/224300438985|https://blog.naver.com/soyeonshin2/224298681623
44,food,제주,감성,candidate,2,[위례 맛집 추천 ] 도심 속에서 즐기는 제주 감성 고기...|구읍뱃터 카페 오션뷰 랑데자뷰 영종에서 만나는 제주 감성...,https://blog.naver.com/loveinsoccer/224301701934|https://blog.naver.com/trendtale/224301265240
45,domestic_travel,전주,객사,candidate,2,전주 객사 맛집|객리단길 초밥 맛집 추천|스시미라이 방문 후기|전주 객사 커넥션 세희쌤 레드염색 대성공 여름맞이 변신 후기,https://blog.naver.com/qkrwlgml1027/224301640270|https://blog.naver.com/halippo/224301581716
46,domestic_travel,가평,경기,candidate,2,[경기/가평]르봉뺑:가평 빵집 가평 로컬빵집 가평 맛집추천 ...|경기 가평 서울근교여행 달빛정원글램핑앤카라반,https://blog.naver.com/congsssi/224301768878|https://blog.naver.com/charmingtry/224296974581
47,domestic_travel,광주,경기,candidate,2,"[경기/광주] 6월 가볼만한곳 추천, 몽글몽글 수국이 가득한...|[경기 광주 겨울] 광주 화담숲 겨울 설경 탐방 코스",https://blog.naver.com/noxdemo/224301548873|https://blog.naver.com/go-in/224301384451
48,domestic_travel,가평,경기도꽃축제,attraction,2,2026 자라섬 꽃 페스타 총정리｜위치·기간·입장료·주차...|2026 자라섬 꽃 페스타 다녀왔어요! 지금이 가장 예쁠 때,https://blog.naver.com/boxbox45/224300172384|https://blog.naver.com/kyju6507/224297372051
49,food,인천,계양,candidate,2,계산동고시원 아늑한 풀옵션 원룸 고시원 레지던스여유 인천 계양|인천 계양 분위기 자연뷰 맛집 카페 오디와이 커피,https://blog.naver.com/woodlog05/224301866045|https://blog.naver.com/ghuns-/224301797756
50,domestic_travel,인천,계양,candidate,2,"인천 계양 분위기 자연뷰 맛집 카페 오디와이 커피|인천 계양 신혼여행, 효과적인 실행 방법",https://blog.naver.com/ghuns-/224301797756|https://blog.naver.com/bhsisvz447339_fg/224301392764
51,domestic_travel,가평,고고다이노 키즈호텔,travel_spot,2,서울근교 여행 가평 고고다이노 키즈호텔 특가 예약(테마룸...|고고다이노 키즈호텔 첫 단독 특가 52% 할인 32 → 14만...,https://blog.naver.com/shy0917cjh/224300583214|https://blog.naver.com/bean_urse/224298476039
52,food,제주,공항,candidate,2,"제주 공항 근처 맛집 , 진한 국물이 일품인 신제주 보말칼국수...|[제주 제주공항 고사리 육개장] 제주 맛집 <우진해장국> /공항...",https://blog.naver.com/kongkong_log/224301743920|https://blog.naver.com/y_soo__o/224301446964
53,food,수원,광교호수공원,travel_spot,2,"광교 호수공원 맛집 청년감자탕순대국 묵은지감자탕 후기|광교 법조타운 맛집 , 야끼토리잔잔 광교점 후기!",https://blog.naver.com/domdobu/224301759569|https://blog.naver.com/smile085/224301833775
54,food,부산,그랜드,candidate,2,호텔 윈덤 그랜드 부산 이진 (Wyndham Grand Busan Ijin)...|부산 송도 호텔 윈덤 그랜드 부산 전객실 오션뷰 호캉스 후기...,https://blog.naver.com/gotrip2001/224301839034|https://blog.naver.com/minhee084/224301830527
55,domestic_travel,부산,그랜드,candidate,2,호텔 윈덤 그랜드 부산 이진 (Wyndham Grand Busan Ijin)...|부산 송도 호텔 윈덤 그랜드 부산 전객실 오션뷰 호캉스 후기...,https://blog.naver.com/gotrip2001/224301839034|https://blog.naver.com/minhee084/224301830527
56,food,제주,근처,candidate,2,[제주] 곽지 해수욕장 근처 제주 느낌 제대로 즐길 수 있는 술집...|제주공항 근처 제주시 소품샵 메르시 방문 정보와 추천 상품 안내,https://blog.naver.com/rooooya/224301723195|https://blog.naver.com/complexd8/224301847546
57,domestic_travel,제주,근처,candidate,2,[제주] 곽지 해수욕장 근처 제주 느낌 제대로 즐길 수 있는 술집...|제주공항 근처 제주시 소품샵 메르시 방문 정보와 추천 상품 안내,https://blog.naver.com/rooooya/224301723195|https://blog.naver.com/complexd8/224301847546
58,domestic_travel,부산,기장,candidate,2,부산 기장 카페 맛집|대형... “ 방문후기 2탄( 내돈내산 )|부산 기장 여행 오션뷰 카페 웨이브온 대나무 영화 촬영지...,https://blog.naver.com/moonglade15/224301803449|https://blog.naver.com/4729581/224301792300
59,domestic_travel,전주,남부시장야시장,travel_spot,2,전주 풍남헌 고택 (한옥스테이) AGODA 아고다 할인받기!!|전주 여행 마지막 밤은 남부시장 야시장으로,https://blog.naver.com/agoda_klook_/224301010240|https://blog.naver.com/harangru/224301226263
60,domestic_travel,가평,남이섬,candidate,2,가평 남이섬 인근 카라반글램핑 자연과의 완벽한 조화|가평 남이섬 (초여름 당일치기 코스 추천 / 할인 꿀팁...,https://blog.naver.com/ceiling394/224300561210|https://blog.naver.com/hyelin_chu/224300035753
61,food,광주,냉면,candidate,2,[광주/첨단] 광주 냉면 맛집 _청석골칡냉면 내돈내산 후기|광주 냉면 맛집 화정동 관산칡냉면 shine1979 여름필수코스,https://blog.naver.com/gayajisun/224301808263|https://blog.naver.com/uuworld_/224301765339
62,food,대구,단골식당,restaurant,2,대구 노포감성 제대로인 칠성시작 연탄불고기 찐 맛집 ...|[단골식당 연탄돼지불고기] 백종원 3대천왕 출연한 불향...,https://blog.naver.com/kate_0522/224301578041|https://blog.naver.com/andy_365/224299370604
63,domestic_travel,대구,단골식당,restaurant,2,대구 노포감성 제대로인 칠성시작 연탄불고기 찐 맛집 ...|[단골식당 연탄돼지불고기] 백종원 3대천왕 출연한 불향...,https://blog.naver.com/kate_0522/224301578041|https://blog.naver.com/andy_365/224299370604
64,domestic_travel,대전,대청호,candidate,2,“ 서울 보다 덜 알려져 더 예쁜 대전 대청호 장미축제”|대전 대청호 장미축제 가볼 만할까? 주차·개화현황·포토존 총정리,https://blog.naver.com/3050035/224295646828|https://blog.naver.com/sldighd1863/224301792243
65,food,대전,대청호 장미축제,attraction,2,"대청호 장미축제 실시간 개화현황과 무료 주차 꿀팁 총정리|대청호 장미축제, 인기이유 후기",https://blog.naver.com/issueletter365/224301618826|https://blog.naver.com/kkangpaetokkieeee/224301184821
66,domestic_travel,대전,대청호장미축제,attraction,2,대청호 장미축제 실시간 개화현황과 무료 주차 꿀팁 총정리|대전 대청호 장미축제 가볼 만할까? 주차·개화현황·포토존 총정리,https://blog.naver.com/issueletter365/224301618826|https://blog.naver.com/sldighd1863/224301792243
67,domestic_travel,전주,덕진공원,travel_spot,2,"[전주 여행 ] 덕진공원, 전주 온다면 꼭 들려야 할 숨은 명소!|전주 덕진공원 야경 산책 낮보단 밤이 아름답다",https://blog.naver.com/01yuchan/224301752002|https://blog.naver.com/yarn76/224301821831
68,food,부산,데이트,candidate,2,부산 데이트 맛집 추천 스콜 서면역 펍 맛집|샤로수길 양념대창 맛집 “안녕부산”|데이트 맛집 추천,https://blog.naver.com/oreo0106/224301855700|https://blog.naver.com/bsy4250/224301805578
69,domestic_travel,부산,데이트,candidate,2,부산 데이트 맛집 추천 스콜 서면역 펍 맛집|샤로수길 양념대창 맛집 “안녕부산”|데이트 맛집 추천,https://blog.naver.com/oreo0106/224301855700|https://blog.naver.com/bsy4250/224301805578
70,food,종로,데이트,candidate,2,"종로3가점 :: 서울3대 아인슈페너 맛집 , 종로 데이트 추천|종로 데이트 개나리아구찜 맛집 구운대창구이아구찜 비주얼...",https://blog.naver.com/ggaonii/224301740961|https://blog.naver.com/soso_common_day/224301571495
71,domestic_travel,인천,뚜벅이,candidate,2,[인천] 서울 경기 근교 당일치기 동인천 뚜벅이 여행 코스 추천...|인천 뚜벅이 데이트 코스｜월미도에서 배 타고 구읍뱃터까지,https://blog.naver.com/gkstnals66/224297768132|https://blog.naver.com/vhrwnsu17/224296479417
72,domestic_travel,대전,롯데백화점,candidate,2,대전 롯데백화점 성심당 망고시루 주말 오픈런 후기 웨이팅...|유일베이킹 롯데백화점 대전점 키즈 케이크 클래스_회전목마...,https://blog.naver.com/z4272z/224301865746|https://blog.naver.com/uilbaking/224301803951
73,food,인천,롯데백화점,candidate,2,"인천 롯데백화점 5월 6월 팝업 모음 / 케이스티파이, slyfox...|5월 마지막주 인천 롯데백화점 팝업 구경다녀왔어요",https://blog.naver.com/coqocoqo/224301775474|https://blog.naver.com/vview0702/224301516527
