date,category,region,candidate_name,candidate_type,post_count
2026-05-27,domestic_travel,인천,인스파이어 리조트,travel_spot,1
2026-05-27,domestic_travel,인천,인스파이어 리조트 영종도 호캉스 푸드코트 피,travel_spot,1
2026-05-27,domestic_travel,인천,차이나타운,candidate,1
2026-05-27,domestic_travel,인천,차이나타운 + 송월동 동화마을 있는 서울 근,candidate,1
2026-05-27,domestic_travel,인천,팔미도해변,travel_spot,1
2026-05-27,domestic_travel,제주,가족코스까지,candidate,1
2026-05-27,domestic_travel,제주,꽃축제부터,attraction,1
2026-05-27,domestic_travel,제주,덜해요 부천 백만송이장미원은 주택가 가까운 공원,travel_spot,1
2026-05-27,domestic_travel,제주,초 장미 초여름 산책 부천 장미원 서울 대공원,travel_spot,1
2026-05-27,domestic_travel,제주,카멜리아힐 부산 태종사 아시죠 꽃,candidate,1
2026-05-27,domestic_travel,제주,형 명소라 산책하듯 둘러보기 좋고 서울 대공원,travel_spot,1
2026-05-27,food,인천,분 제대로 나더라고요 서울 근교에서 이렇게 리조트,travel_spot,1
2026-05-27,food,인천,영종도,candidate,1
2026-05-27,food,인천,영종도 하프마라톤 후폭풍 2시간 35분 웨이,candidate,1
2026-05-27,food,인천,인스파이어,candidate,1
2026-05-27,food,인천,인스파이어 리조트,travel_spot,1
2026-05-27,food,인천,인스파이어 리조트 영종도 호캉스 푸드코트 피,travel_spot,1
2026-05-28,domestic_travel,가평,1박2일 자라섬 꽃축제,attraction,1
2026-05-28,domestic_travel,가평,가 인기인 이유 가평 자라섬 꽃축제,attraction,1
2026-05-28,domestic_travel,가평,가성비,candidate,1
2026-05-28,domestic_travel,가평,가성비 숙소 감성 글램핑 펜션 가볼만한곳 추,travel_spot,1
2026-05-28,domestic_travel,가평,가족,candidate,1
2026-05-28,domestic_travel,가평,가족 여행 숙소치고 부담 덜한 편임 듀플렉스,travel_spot,1
2026-05-28,domestic_travel,가평,계곡,candidate,2
2026-05-28,domestic_travel,가평,고고다이노 키즈호텔,travel_spot,1
2026-05-28,domestic_travel,가평,꽃구경 다녀오고 싶다면 한 번쯤 가볼 만한 축제,attraction,1
2026-05-28,domestic_travel,가평,남이섬과,candidate,1
2026-05-28,domestic_travel,가평,남이섬과 가평빠지와 접근성이 좋은 넓은,candidate,1
2026-05-28,domestic_travel,가평,놀러갔다 왔어요,candidate,1
2026-05-28,domestic_travel,가평,다녀온,candidate,1
2026-05-28,domestic_travel,가평,대중교통 이동 팁 축제,attraction,1
2026-05-28,domestic_travel,가평,라라키즈풀빌라,candidate,1
2026-05-28,domestic_travel,가평,라라키즈풀빌라 키즈펜션 C2 내돈내산,travel_spot,1
2026-05-28,domestic_travel,가평,레저 장소 찾는 가평여행,candidate,1
2026-05-28,domestic_travel,가평,설악IC,candidate,1
2026-05-28,domestic_travel,가평,설악IC 근처 한식 맛집,restaurant,1
2026-05-28,domestic_travel,가평,설악IC 근처 한식 맛집 미락가,restaurant,1
2026-05-28,domestic_travel,가평,설악IC맛집,restaurant,1
2026-05-28,domestic_travel,가평,실에서 신나게 놀 수 있어서 가족 여행 키즈호텔,travel_spot,1
2026-05-28,domestic_travel,가평,아도 훨씬 여유롭게 즐길 수 있는 자라섬 꽃축제,attraction,1
2026-05-28,domestic_travel,가평,아이랑,candidate,1
2026-05-28,domestic_travel,가평,아이랑 가평 1박2일 자라섬 꽃축제,attraction,1
2026-05-28,domestic_travel,가평,양평 춘천 파주 영종도 인기 이유 이동 피로,candidate,1
2026-05-28,domestic_travel,가평,양평 춘천 파주 인천 영종도 인기 이유 이동,candidate,1
2026-05-28,domestic_travel,가평,여행 분위기로도 유명하다고 해요 자라섬 꽃축제,attraction,1
2026-05-28,domestic_travel,가평,여행 에서 은근히 중요한 게 비용과 이동이에,candidate,1
2026-05-28,domestic_travel,가평,여행 을 찾는다면 일정과 동선만 잘 잡아도,candidate,1
2026-05-28,domestic_travel,가평,예쁜 추억 많이 만드시고 가성비 좋은 숙소에,travel_spot,1
2026-05-28,domestic_travel,가평,와 가도 좋은 서울 근교 꽃 여행 지입니다 축제,attraction,1
2026-05-28,domestic_travel,가평,음악의,candidate,1
2026-05-28,domestic_travel,가평,자라섬,candidate,1
2026-05-28,domestic_travel,가평,자라섬 꽃축제,attraction,6
2026-05-28,domestic_travel,가평,자라섬 꽃축제는 수도권에서,attraction,1
2026-05-28,domestic_travel,가평,자라섬꽃페스타,candidate,1
2026-05-28,domestic_travel,가평,자라섬꽃페스타 사진 찍는 걸 좋아하거나 서울,candidate,1
2026-05-28,domestic_travel,가평,자라섬이,candidate,1
2026-05-28,domestic_travel,가평,자라섬이 형형색색 꽃으로 물들었어요 Colo,candidate,1
2026-05-28,domestic_travel,가평,적음 당일치기 + 1박2일 혼합 가능 키즈 펜션,travel_spot,1
2026-05-28,domestic_travel,가평,주말여행 다녀오기 딱 좋답니다 오늘은 1박,candidate,1
2026-05-28,domestic_travel,가평,청평호,candidate,1
2026-05-28,domestic_travel,가평,풀플러스,candidate,1
2026-05-28,domestic_travel,가평,풀플러스 가족 친구들과 함께하는 여행,candidate,1
2026-05-28,domestic_travel,가평,JH풀빌라,candidate,1
2026-05-28,domestic_travel,인천,강화군 길상면 가족 여행 으로 오기 좋고 강,candidate,1
2026-05-28,domestic_travel,인천,느즈막히 셋이서 9시를 넘기고 1층 플라츠레스토랑,restaurant,1
2026-05-28,domestic_travel,인천,바다가는달,restaurant,1
2026-05-28,domestic_travel,인천,영종도,candidate,1
2026-05-28,domestic_travel,인천,영종도 서울근교여행 지 영종도1박2일 즐거웠,candidate,1
2026-05-28,domestic_travel,인천,영종도 인기 이유 이동 피로 적음 당일치기,candidate,1
2026-05-28,domestic_travel,인천,영흥도,candidate,1
2026-05-28,domestic_travel,인천,영흥도 갑니다아,candidate,1
2026-05-28,domestic_travel,인천,으로 갔다 네스트호텔,travel_spot,1
2026-05-28,domestic_travel,인천,적음 당일치기 + 1박2일 혼합 가능 키즈 펜션,travel_spot,1
2026-05-28,domestic_travel,제주,장미원축제 서울대공원,attraction,1
2026-05-28,domestic_travel,제주,카멜리아힐,candidate,1
2026-05-28,food,수원,이색데이트 장소를 찾다가 다녀온 곳이 바로,restaurant,1
2026-05-28,food,수원,장소,candidate,1
2026-05-28,food,인천,강화군 길상면 가족 여행 으로 오기 좋고 강,candidate,1
2026-05-28,food,인천,옹진군 북도면,candidate,1
2026-05-29,domestic_travel,가평,6 28 일 수국 전시,attraction,1
2026-05-29,domestic_travel,가평,가볼만한곳 가평 카페 양떼목장 놀거리 경기도,cafe,1
2026-05-29,domestic_travel,가평,가볼만한곳 가평 카페 양떼목장 놀거리 샤스타,cafe,1
2026-05-29,domestic_travel,가평,가볼만한곳 베이커리 대형카페 가평레이크애비뉴,cafe,1
2026-05-29,domestic_travel,가평,가족,candidate,1
2026-05-29,domestic_travel,가평,가족 여행,candidate,1
2026-05-29,domestic_travel,가평,경기도,candidate,1
2026-05-29,domestic_travel,가평,경기도꽃축제,attraction,1
2026-05-29,domestic_travel,가평,경기도수국축제,attraction,1
2026-05-29,domestic_travel,가평,경기도축제,attraction,1
2026-05-29,domestic_travel,가평,광주정육식당,restaurant,1
2026-05-29,domestic_travel,가평,글램트리,candidate,1
2026-05-29,domestic_travel,가평,글램트리리조트,travel_spot,1
2026-05-29,domestic_travel,가평,남이섬,candidate,1
2026-05-29,domestic_travel,가평,넓은,candidate,1
2026-05-29,domestic_travel,가평,단체,candidate,1
2026-05-29,domestic_travel,가평,당일,candidate,1
2026-05-29,domestic_travel,가평,당일 가평은 서울 근교라 접근성이 좋아서 친,candidate,1
2026-05-29,domestic_travel,가평,당일치기 여행 계획 중인 분 출처 한국관광공,candidate,1
2026-05-29,domestic_travel,가평,당일치기 정답 가평 아침고요수목원,candidate,1
2026-05-29,domestic_travel,가평,당일치기 정답 가평 아침고요수목원 수국축제,attraction,1
2026-05-29,domestic_travel,가평,더힐독채펜션 프라이빗 독채에서 즐긴 힐링 가,travel_spot,1
2026-05-29,domestic_travel,가평,데이트 가평봄꽃여행,candidate,1
2026-05-29,domestic_travel,가평,딱이었던,candidate,1
2026-05-29,domestic_travel,가평,민박,candidate,1
2026-05-29,domestic_travel,가평,민박 찾는다면 계곡 바로 앞 촌캉스 숙소 호,restaurant,1
2026-05-29,domestic_travel,가평,버스킹축제,attraction,1
2026-05-29,domestic_travel,가평,베고니아,candidate,1
2026-05-29,domestic_travel,가평,베고니아 새정원 아이랑 다녀온 내돈내산,candidate,1
2026-05-29,domestic_travel,가평,봄꽃축제,attraction,1
2026-05-29,domestic_travel,가평,사람없는,candidate,1
2026-05-29,domestic_travel,가평,서울 근교 여행 으로 인기 멀리 가기,candidate,1
2026-05-29,domestic_travel,가평,서울근교 여행 대가족과 함께한 특별한 풀빌라,candidate,1
2026-05-29,domestic_travel,가평,숲속 호텔,travel_spot,1
2026-05-29,domestic_travel,가평,아이랑갈만한곳,candidate,1
2026-05-29,domestic_travel,가평,아침고요수목원,candidate,1
2026-05-29,domestic_travel,가평,양떼목장,candidate,1
2026-05-29,domestic_travel,가평,여행 26년 차 우정의 인증 노래방 풀빌라,candidate,1
2026-05-29,domestic_travel,가평,여행 고민 중이시라면 계곡도 즐기고 시골 감,candidate,1
2026-05-29,domestic_travel,가평,여행 춘천 나들이 그래서 청평 여행 후 서울,candidate,1
2026-05-29,domestic_travel,가평,자라섬,candidate,1
2026-05-29,domestic_travel,가평,자라섬 꽃 페스타에서 만나는,candidate,1
2026-05-29,domestic_travel,가평,자라섬 축제,attraction,1
2026-05-29,domestic_travel,가평,자라섬꽃축제,attraction,3
2026-05-29,domestic_travel,가평,정답,candidate,1
2026-05-29,domestic_travel,가평,좋은,candidate,1
2026-05-29,domestic_travel,강릉,안목 커피,cafe,1
2026-05-29,domestic_travel,강릉,하면 경포해변 안목 커피거리만 떠오르시나요,cafe,1
2026-05-29,domestic_travel,강릉,헌화로 절벽 삼척 강릉헌화로,candidate,1
2026-05-29,domestic_travel,강릉,현지인들도 즐겨 찾는 진짜 숨은 명소들을 소,candidate,1
2026-05-29,domestic_travel,강릉,Editor Haley입니다 강릉 하면 경포해변,travel_spot,1
2026-05-29,domestic_travel,경주,안동낙강물길공원,travel_spot,1
2026-05-29,domestic_travel,경주,함양상림공원,travel_spot,1
2026-05-29,domestic_travel,광주,정육식당,restaurant,1
2026-05-29,domestic_travel,대구,당일,candidate,1
2026-05-29,domestic_travel,대구,렌트카,candidate,1
2026-05-29,domestic_travel,부산,1박2일 뚜벅이 여행,candidate,1
2026-05-29,domestic_travel,부산,대구근교,candidate,1
2026-05-29,domestic_travel,부산,대마도,candidate,3
2026-05-29,domestic_travel,부산,대마도 배편 당일치기 여행 구매즉시확정 쓰시,candidate,1
2026-05-29,domestic_travel,부산,맛집이랑 광안리 밤바다까지,restaurant,1
2026-05-29,domestic_travel,부산,밤바다,restaurant,1
2026-05-29,domestic_travel,부산,밤바다 감성 제대로 후회없는 방문 부산 여행,restaurant,1
2026-05-29,domestic_travel,부산,사직야구장,candidate,1
2026-05-29,domestic_travel,부산,여행 이 너무 좋았어서 언니랑 우리 5월에,candidate,1
2026-05-29,domestic_travel,성수,데이릿,candidate,1
2026-05-29,domestic_travel,성수,데이릿 퓨전한식 맛집 데이트,restaurant,1
2026-05-29,domestic_travel,인천,서구 앞바다에 위치한 작은 섬으로 도시와 가,restaurant,1
2026-05-29,domestic_travel,인천,영종도,candidate,1
2026-05-29,domestic_travel,인천,영종도 가볼만한 곳 1박2일 뚜벅이 여행 코,candidate,1
2026-05-29,domestic_travel,인천,즐기는,candidate,1
2026-05-29,food,강남,30 안녕하세요 오늘은 논현역 가성비 회 맛집,restaurant,1
2026-05-29,food,강남,부대찌개 맛집 서초 부대찌개 부찌남 부대찌개,restaurant,1
2026-05-29,food,강남,속초오징어어시장,travel_spot,1
2026-05-29,food,강남,속초오징어어시장 입니다 속초오징어어시장,travel_spot,1
2026-05-29,food,강남,신동궁 감자탕 뼈숯불구이 신동궁감자탕 뼈숯불,candidate,1
2026-05-29,food,강남,신동궁감자탕,candidate,1
2026-05-29,food,강남,신동궁감자탕 뼈숯불구이 역삼직영점 강남주민,candidate,1
2026-05-29,food,강남,신세계,candidate,1
2026-05-29,food,강남,역삼직영점,candidate,1
2026-05-29,food,강남,해장 맛집 안녕하세요 일탈을 꿈꾸는 직장인,restaurant,1
2026-05-29,food,강남,RTM 처음 먹어보고 발리에서 먹었던 피자 맛집,restaurant,1
2026-05-29,food,광주,정육식당,restaurant,1
2026-05-29,food,대구,렌트카,candidate,1
2026-05-29,food,부산,1박2일 뚜벅이 여행,candidate,1
2026-05-29,food,부산,맛집이랑 광안리 밤바다까지,restaurant,1
2026-05-29,food,부산,밤바다,restaurant,1
2026-05-29,food,부산,밤바다 감성 제대로 후회없는 방문 부산 여행,restaurant,1
2026-05-29,food,부산,여행 이 너무 좋았어서 언니랑 우리 5월에,candidate,1
2026-05-29,food,부산,현지인인,candidate,1
2026-05-29,food,부산,현지인인 제가 여행 올 때 꼭 챙기라고 하는,candidate,1
2026-05-29,food,성수,데이릿,candidate,1
2026-05-29,food,성수,데이릿 퓨전한식 맛집 데이트,restaurant,1
2026-05-29,food,수원,KT위즈파크,candidate,1
2026-05-29,food,인천,영종도,candidate,1
2026-05-29,food,인천,영종도 가볼만한 곳 1박2일 뚜벅이 여행 코,candidate,1
2026-05-29,food,종로,국립현대미술관,attraction,1
2026-05-29,food,종로,을지로 맛집 우기식당,restaurant,1
2026-05-29,food,종로,이었습니다,candidate,1
2026-05-29,food,종로,종각,candidate,1
2026-05-29,food,종로,종각 없는게 없는 샤브샤브 무한리필 맛집 샤,restaurant,1
2026-05-30,domestic_travel,가평,가는,candidate,1
2026-05-30,domestic_travel,가평,가는 길 아이 쉬어가기 주말나들이,candidate,1
2026-05-30,domestic_travel,가평,고고다이노,candidate,1
2026-05-30,domestic_travel,가평,고고다이노 키즈호텔,travel_spot,1
2026-05-30,domestic_travel,가평,그러다 북한강 바로 옆에 있는 키즈 특화 호텔,restaurant,1
2026-05-30,domestic_travel,가평,글램핑 온수풀 돔 구조 풀빌라 숙소 찾다가,travel_spot,1
2026-05-30,domestic_travel,가평,글램핑 직접 가봤더니 이건 진짜 수영장 딸린,candidate,1
2026-05-30,domestic_travel,가평,꽃축제 후기 입장료,attraction,1
2026-05-30,domestic_travel,가평,꽃페스타,candidate,1
2026-05-30,domestic_travel,가평,남이섬,candidate,1
2026-05-30,domestic_travel,가평,남이섬 인근 카라반글램핑 자연과의 완벽한 조,candidate,1
2026-05-30,domestic_travel,가평,농가식당,restaurant,1
2026-05-30,domestic_travel,가평,농부시장,travel_spot,1
2026-05-30,domestic_travel,가평,바로마켓,restaurant,1
2026-05-30,domestic_travel,가평,베고니아새정원은 단순한 식물원 느낌이 아니라,candidate,1
2026-05-30,domestic_travel,가평,봄꽃축제,attraction,1
2026-05-30,domestic_travel,가평,빛두리,candidate,1
2026-05-30,domestic_travel,가평,쁘띠프랑스,candidate,1
2026-05-30,domestic_travel,가평,산마을글램핑장,candidate,1
2026-05-30,domestic_travel,가평,서울근교 에서의 독채 풀빌라 경험은 정말 매,candidate,1
2026-05-30,domestic_travel,가평,서울근교 여행 가족과의 특별한 풀빌라,candidate,1
2026-05-30,domestic_travel,가평,서울근교 여행 가족과의 특별한 풀빌라 경험,candidate,1
2026-05-30,domestic_travel,가평,서울근교 여행 가평 고고다이노 키즈호텔,travel_spot,1
2026-05-30,domestic_travel,가평,서울근교꽃축제,attraction,1
2026-05-30,domestic_travel,가평,아침고요수목원 수국축제,attraction,1
2026-05-30,domestic_travel,가평,여행 관광 여행 지 관광지 지도 pdf 스마,candidate,1
2026-05-30,domestic_travel,가평,여행 필수코스,candidate,1
2026-05-30,domestic_travel,가평,역 하차 약 볼거리 경기대표관광축제,attraction,1
2026-05-30,domestic_travel,가평,울 근교 로 1박 2일 여행 을 다녀오면서 숙소,travel_spot,1
2026-05-30,domestic_travel,가평,이오스펜션입니다 조용한 분위기에서 힐링할 수,travel_spot,1
2026-05-30,domestic_travel,가평,잣손두부,candidate,1
2026-05-30,domestic_travel,가평,장미정원,candidate,1
2026-05-30,domestic_travel,가평,찾는다면,candidate,1
2026-05-30,domestic_travel,가평,한옥,candidate,1
2026-05-30,domestic_travel,가평,한옥 독채 펜션 운악채 개별바베큐 가족 여행,restaurant,1
2026-05-30,domestic_travel,가평,한옥펜션 운악채 부모님 모시고 가기 좋은 서,travel_spot,1
2026-05-30,domestic_travel,강릉,2인 국내 펜션,travel_spot,1
2026-05-30,domestic_travel,강릉,2인국내펜션,travel_spot,1
2026-05-30,domestic_travel,강릉,안목해변,travel_spot,1
2026-05-30,domestic_travel,강릉,안목해변 차박 일출 하나로 유명해진 이유 솔,travel_spot,1
2026-05-30,domestic_travel,강릉,야지 하면서 마음이 엄청 두근거렸거든요 안목해변,travel_spot,1
2026-05-30,domestic_travel,강릉,여행 중 발견한 초당 모꼬지 맛있는 한끼 가,candidate,1
2026-05-30,domestic_travel,경주,감포해변,travel_spot,1
2026-05-30,domestic_travel,경주,경북축제,attraction,1
2026-05-30,domestic_travel,경주,국립경주박물관,attraction,1
2026-05-30,domestic_travel,경주,불꽃축제,attraction,1
2026-05-30,domestic_travel,경주,쉼 한옥스테이 경주로 짧게 다녀온 주말 여행,candidate,1
2026-05-30,domestic_travel,경주,아기랑,candidate,1
2026-05-30,domestic_travel,경주,아기랑 경주 여행 숙소 데메테르 풀빌라,travel_spot,1
2026-05-30,domestic_travel,경주,아기랑 경주 여행 숙소 데메테르 풀빌라 가족,travel_spot,1
2026-05-30,domestic_travel,경주,여름,candidate,1
2026-05-30,domestic_travel,경주,여름 여행 일기 _ 고요하고 아름다운 곳 혼,candidate,1
2026-05-30,domestic_travel,경주,여행 을 다녀왔어요 아기와 함께하는 여행 은,candidate,1
2026-05-30,domestic_travel,경주,여행 코스,candidate,2
2026-05-30,domestic_travel,경주,여행 황리단길,candidate,1
2026-05-30,domestic_travel,경주,좋았던,candidate,1
2026-05-30,domestic_travel,경주,황리단길,candidate,1
2026-05-30,domestic_travel,광주,동구,candidate,1
2026-05-30,domestic_travel,광주,목포,candidate,1
2026-05-30,domestic_travel,광주,목포 근교 나들이 고민 끝 영암 카페 마실,cafe,1
2026-05-30,domestic_travel,대구,근교 가볼만한곳 찾는 가족 단위 여행객이나,candidate,1
2026-05-30,domestic_travel,대전,갔다가,candidate,1
2026-05-30,domestic_travel,대전,근교 당일치기 여행 지 TOP 5 아이와주말,candidate,1
2026-05-30,domestic_travel,대전,근교로 떠나는 힐링 여행 계획하기 알려드린,candidate,1
2026-05-30,domestic_travel,대전,다녀온,candidate,1
2026-05-30,domestic_travel,대전,당일치기 여행이라면 야구 경기나 주말 나들이,candidate,1
2026-05-30,domestic_travel,대전,들르기입니다,candidate,1
