keyword,title,description,postdate,link,bloggername,bloggerlink
서울 카페,"결국 안 갔어요... 30대 직장인, 경기도 포천 가볼만한곳 후기...","꽃구경도 하고, Y자 출렁다리도 건너면서 서울 근교 여행을 제대로 즐길 수 있겠다 싶었거든요. 5월 8일... Y자 출렁다리는 바람 불 때 건너면 스릴 넘치고, 주변에 전망대 카페 도 있어서 경치를 즐기기 좋았어요....",2026-05-31,https://blog.naver.com/review76/224301827456,친절한프로,blog.naver.com/review76
서울 카페,[고양 카페 투어] 물구리빵집 샤스타데이지 실시간...,서울 근교 샤스타데이지 만개 카페 귀여운 거위 가족도 있어요 주 소 경기 고양시 덕양구 원당로458번길 111-1 주3동 1층 운영시간 10:00~21:00 전화번호 0507-1406-3566 네이버 수도권의 샤스타데이지 카페 라면 파주...,2026-05-31,https://blog.naver.com/pusasa/224301827601,플로라로그,blog.naver.com/pusasa
서울 카페,[연남동]조앤도슨,,2026-05-31,https://blog.naver.com/530justdoit/224301827322,나를위한블로그,blog.naver.com/530justdoit
서울 카페,내 손에 든 장미꽃 한 송이,글구 바쁜 4월을 지나 드디어 만났서요 즉흥으로 찾은 카페 지만 아주 좋았다 !! 오랜만에 롤파 ! 이번에는 잘 시켰던 우리>_< 우리 또 바 ! 2026년 5월 2일 토요일 서울 로 가보까나 ~! 4월을 버틴 이유.. 아 얼른...,2026-05-31,https://blog.naver.com/zhqlm/224301827168,Happy.___.,blog.naver.com/zhqlm
서울 카페,26.5.31일요일 드디어 5월 끝!!!!!,커피에서도 서울 페이가 가능하길래 앞으로는 여기서 적립하기로함 200원 싸고 양도 적당해서 만족^^ 조카주려고 시켰는데 조카 떠난뒤 도착한 초코송이 내차지가 되었네ㅠㅠ 오늘은 카페 /간식만 기록해야지...,2026-05-31,https://blog.naver.com/atomyworld18/224301826839,아토미월드,blog.naver.com/atomyworld18
서울 카페,카페 드 우영미 이태원 루프탑 카페,서울 특별시 용산구 이태원로 27길 34-1 4층 카페 드 우영미 매일 11:00-22:00 라스트오더 21:00 02-792-8896 남녀화장실 구분 단체이용가능 반려동물 동반 루프탑 핸드드립 비건메뉴 주차가능 1시간 3천원 발렛가능 추가...,2026-05-31,https://blog.naver.com/hanyipman/224295780815,폭닥폭닥 모닥불 일기,blog.naver.com/hanyipman
서울 카페,26년 5월 일상들,2 토] 전날 신나게 놀고 아침은 떡국을 해주는 친구 밥먹고 다른 친구들은 애들 데리고 서울 대공원으로... 유명한 카페 던데 실내는 너무 웅성웅성 시끌해서 실외 자리에 앉아서 야경보며 한참을 떠들었다 ['26....,2026-05-31,https://blog.naver.com/parkbs277/224301826600,나의 모든 기록들...,blog.naver.com/parkbs277
서울 카페,오월의 청춘 (보고 싶다),오빠랑 카페 에서 과제 하다가 긱사 축제 보러 갈라했는데 뭐죠 이게. 그냥 플래시 게임을 해버렸어요... 위가 다시 늘었나 ㅋ 한강오면 저희는 무조건 따릉이를 탑니다 (사실 서울 오기만 하면 따릉이 탐.)...,2026-05-31,https://blog.naver.com/jeonhw0808/224301826067,@,blog.naver.com/jeonhw0808
서울 카페,26년 5월,스테이케이션 카페 너~ 무 예쁘고 커피맛도 좋다. 까눌레 맛있는 곳 영산강 들섬을 가야하는데... 효뚜는 서울 로 바로 올라가고 노정현은 꼬문연 모임에 가버렸음 ㅡㅡ 흥 ㅋㅋㅋㅋ기여미 선기랑~ 얼릉 너도...,2026-05-31,https://blog.naver.com/1203gayeon/224301826133,갸니 뭐하니?,blog.naver.com/1203gayeon
서울 카페,남양주 대형 카페 카페 인퀸스 맛있는 브런치 북한강뷰,"차를 가져갓는데 주차장 넓어서 주차가 정말 편햇습니다 ㅎㅎㅎ 댕댕이 좋아해서 평소에도 # 서울 애견 카페 종종 가곤 하는데요 , 다른 애견 카페 와 다르게 이곳은 매장이 정말 청결하게 운영되고 있엇어요!...",2026-05-31,https://blog.naver.com/haha52494/224301826735,다라에몽의 여행같은하루 (Feat.솔직꿀팁) ♥,blog.naver.com/haha52494
서울 카페,첫 스터디 참석(5월 매매복기),총총 서울 갔습니다 학부모랑 계속 통화하면서 미용실 가는 길에 잠깐 들른거라 양을 확인하디 않고... 기다리면서 카페 에서 눈 감고 좀 쉬었당 지하에 아무도 내려오지 않고 갓반인으로 사느라 고생했다고...,2026-05-31,https://blog.naver.com/growing_55/224301826331,엄지척,blog.naver.com/growing_55
서울 카페,5월 일상,"노랑노랑 카네이션도 사주고 카페 도 가고, 밥도 사주고. 효녀=돈 많으면 됨... 근데 난 돈 없으니까... 서울 레슨가는 월요일이 더 재밌어졌다. 애교와 열정 많은 연이와 호두까지..? 그야말로 힐링되는 월요일....",2026-05-31,https://blog.naver.com/98alice/224301826146,✿ I My Me Mine ✿,blog.naver.com/98alice
서울 카페,"[영종하늘도시 키즈쿠킹] 아이들의 맛있는 놀이터, '아이키친...","카페 공간에서 달콤한 커피 한 잔의 여유를 즐기실 수 있습니다. 유치원·학교·기관 단체 출강 안내 아이키친 영종점은 스튜디오 내부 수업뿐만 아니라, 아이들이 있는 곳이라면 어디든 달려갑니다! 서울 ...",2026-05-31,https://blog.naver.com/wysjsj0220/224301826553,아이키친 영종점,blog.naver.com/wysjsj0220
서울 카페,26.5月,향수사러 서울 갔다가 사다주는 최고야 태희님 이제 언니만 말 잘 들으면 되는거지 ? 해방촌 힐링데이트 ~ ✌ ☺️ 꿀대구 처음 먹어봤는데 맛있네예 이날 생각보다 더웠는데 땀 흘리면서 도착한 카페 에서 진짜...,2026-05-31,https://blog.naver.com/manzoni-/224301826598,♡,blog.naver.com/manzoni-
서울 카페,2026.03,간날 서울 에서 웨이팅 걸어놓고 출발했는데도 사람이 너~무 많았슴 ㅠㅠ 생각해보니 다음날이... 앞에 카페 가서 수다를 거의 2시간을 떨었다 하루죙일 같이 있어도 이럼 케이크는 맛있더군요 주말인데 낑겨서...,2026-05-31,https://blog.naver.com/baegrrrn/224301825700,B.,blog.naver.com/baegrrrn
서울 카페,신라모노그램 강릉 호텔 레지던스와 비교 재방문 만족,확실히 강릉 신라 모노그램은 서울 에 비해서 객실이 넓다. 신라 모노그램 레지던스와 차이점 서브... 카페 갈필요 없이 체크아웃 하고 남편 일정 기다리기에도 딱 신라 모노그램 레지던스 보다 좋은 시설...,2026-05-31,https://blog.naver.com/kangeunjeu/224301825780,Live well and prosper,blog.naver.com/kangeunjeu
서울 카페,[ 서울 /종로] 식물 | 카페 추천 | 익선동 데이트코스 | 한옥 카페 ...,"SNS에서 익선동 핫플로 하도 떠서 ""에이 사진빨이겠지"" 했는데여,, 익선동 카페 여러 군데 다녀봤지만 분위기로는 여기가 손에 꼽힘 진짜로 식물 서울 특별시 종로구 돈화문로11다길 46-1 익선동 166-62 버려진 한옥...",2026-05-31,https://blog.naver.com/tnwjd2854/224301825776,직직 탐방기,blog.naver.com/tnwjd2854
서울 카페,"2026년 5월(환갑여행, 결혼식,","앞 카페 에가서 혼자 멍때렸습니다 혼자 도망치면 항상 누군가 따라와서 사진을 찍어주세요 (카메라를... 같아요 서울 , 수원, 경기도 다 1시간안에 갈수있고 가평도 차로 1시간밖에 걸리지 않더라구요 맞아요 저...",2026-05-31,https://blog.naver.com/bnj0204/224301824992,안녕 친구들,blog.naver.com/bnj0204
서울 카페,다른 굵기의 연필로 - 어디에도 속하지 않는 시간을 지나,"이런저런 사정으로 서울 에 갈 수가 없어서 미뤄오다가, 스승의 날을 핑계로 막상 가기로 마음먹고... 손정승의 『발길 닿는 대로 도쿄 카페 』를 읽다가, '책과 연필'에 관한 대목에서 오래 멈췄다. 그는...",2026-05-31,https://blog.naver.com/recluseandwanderer/224301824821,은둔과 방랑,blog.naver.com/recluseandwanderer
서울 카페,[신당역 카페 ] 버터앤빈-유럽감성 테라스 소금빵 디저트...,아봉입니다 이번엔 신당역 지나가다가 유럽감성에 이끌려서 들어가게된 신당역의 보석 같은 디저트 카페 ! 버터앤빈에 다녀왔어용!!! ✅매장명 : 버터앤빈 (BUTTER & BEAN) ✅위치 : 서울 중구 다산로 241 홍순빌딩...,2026-05-31,https://blog.naver.com/kimah761/224301825239,우당탕탕 아봉일상,blog.naver.com/kimah761
서울 카페,동두천 놀자숲 경기도 실내 아이와 가볼 만한곳 펀클라임,카페 는 놀자숲 밖에 있는데 나오자마자 진동하는 팝콘냄새 ㅎㅎ 카라멜팝콘도 많이들 사먹더라구요... 추천해요 #동두천놀자숲 #펀클라임 #에어리얼로프 #경기도가볼만한곳 #실내놀이터 #봄피크닉 # 서울 근교가...,2026-05-31,https://blog.naver.com/tnwlsrnseks/224301825123,송우리 다블리맘,blog.naver.com/tnwlsrnseks
서울 카페,전남 무안 남악장례식장 근조화환 장례화환배달 화환보내기,"분당 서울 대학교병원 장례식장 장례화환 장례식장화환보내기 당일3시간 120,000원 전화상담 서울 특별시... 솔직한 후기 참고하기: 블로그, 카페 등 온라인 커뮤니티에서 해당 업체의 솔직한 후기를 참고하여...",2026-05-31,https://jinc24.tistory.com/534,https://jinc24.tistory.com,https://jinc24.tistory.com/
서울 카페,종로 맛집 [파작] 요즘 핫한 청계천 인근에서 만날 수 있는...,오랜만에 종로 청계천 쪽 나들이를 나간 날 카페 도 가고 더 돌아다니다보니 슬슬 배가 고파지더라 뭘... 파작 서울 종로구 청계천로 57 1층 파작 0507-1373-7357 영업시간 : 11:00~20:30(20:00 라스트오더) 14:00~17:00...,2026-05-31,https://blog.naver.com/ranislog/224300095551,라니의 세상 탐방,blog.naver.com/ranislog
서울 카페,2026/05/17 - 05/30,진짜 서울 올라가기 싫다 일하는데 어디선가 계속 강아지 우는 소리가 들렸다 찾아보니 어떤 아줌마가 강아지 이렇게 두고 애기데리고 키즈 카페 들어감 강아지는 무서운지 벌벌 떨면서 울고있었다 스바 너무...,2026-05-31,https://blog.naver.com/mizzang-1003/224301824460,미쨩의 세상,blog.naver.com/mizzang-1003
서울 카페,"[중국, 상해] 상하이 인민광장역 스타벅스 인민공원점...",스타벅스 인민공원점 카페 라테 커피는 특별하지도 나쁘지도 않았고 따뜻해서 좋았어요. 스타벅스... 서울 출발 상하이 도착 저렴한 항공권 비행기 예매 트립닷컴 추천. 구글맵 참고. 고덕지도 검색 : 星巴克...,2026-05-31,https://blog.naver.com/mythago29/224301824311,관심,blog.naver.com/mythago29
서울 카페,컴포즈커피 신메뉴 가격 총정리 여름 한정 메뉴 추천,요즘처럼 햇볕이 강하고 더운 날에는 시원한 카페 에 들어가 음료 한 잔 마시는 것만큼 반가운... 위치 정보 서울 중랑구 동일로163길 8 7호선 먹골역 7번 출구에서 도보 1분 소요 ⏰ 영업시간 월요일...,2026-05-31,https://blog.naver.com/skdus1503/224301824144,비밀의 나비정원,blog.naver.com/skdus1503
서울 카페,너는 나의 영락없는 첫사랑,있는 카페 두 가따 팥빙수랑 와플 먹어씀 저녁은 같이 육바연 시켜먹어따 메뉴는 모듬초밥과... 중3이랑 서울 에 아스날 유니폼 사러가기~! 전에 학원 출근함. 무튼 서울 역에서 내리자마자 모찌 먹고 바로...,2026-05-31,https://blog.naver.com/gayoii05/224301824486,-,blog.naver.com/gayoii05
서울 카페,"자양4동A구역 신통 및 성수동 임장,현장에서만 느낄 수 있는점...","임장을 계획한 건 아니였으나, 곧 분당으로 이사가게 되어 서울 투어를 큰맘먹고 계획하였다.... ㅎㅎ 성수동 재개발 현장은 못갔고 카페 거리 다녀왔습니다. 우리는 버스를 탔는데, 체력이슈로 재개발현장까지는...",2026-05-31,https://blog.naver.com/sunshine_025/224301824171,삶을 향유하며 성장과 그 과정을 기록합니다,blog.naver.com/sunshine_025
서울 카페,한세희의 SSAT 프렙마스터 체계적 SSAT 보딩 지원 집중,"[영어교육] 한세희의 SSAT 프렙마스터 서울 강남구 언주로 874에 자리한 한세희의 SSAT 프렙마스터는... 압구정역에서 도보로 7분 내외의 거리는 부담 없는 산책 코스이며, 주변에 카페 와 음식점도 많아 방문 전후...",2026-05-31,https://blog.naver.com/zzz_o_oz/224294400197,이곳저곳 탐방기,blog.naver.com/zzz_o_oz
서울 카페,3. 캉캉,"“자기 살던 나라는 심심한 천국 같은데 서울 은 재미있는 지옥 같다. 심심한 자기 나라 보다 그래서... 그리고, 동무야, 오늘 네가 대답 못한 얘기는 우리 카페 게시판 '음악코너'에 좀 올려봐라. 오늘은 너무...",2026-05-31,https://blog.naver.com/kaynam08/224269499584,문화음락(文畵音樂),blog.naver.com/kaynam08
서울 카페,"[포레스트 레지던스 신림] 서울 관악구 고시원,고시텔 - 위치...","요즘 서울 관악구 고시원,고시텔 알아보는 분들 진짜 많잖아요. 원룸은 보증금부터 부담되고... 아 그리고 신림역 주변은 카페 나 편의시설도 워낙 많아서, 생활 자체는 편한 편이라고들 하더라구요. (다만...",2026-05-31,https://blog.naver.com/haebeom0329/224297081725,_____♥,blog.naver.com/haebeom0329
서울 카페,[수원] 1박2일 여행:: 수원 스타필드 핫쵸 | 행궁동...,행리단길 카페 #헤올커피로스터즈 #비노보노 #수원월화원 # 서울 근교나들이 # 서울 근교갈만한곳 # 서울 근교여행 #데이트가볼만한곳 #사진맛집 #포토스팟 #신혼부부 #신혼일기 #남편이랑데이트 #신혼생활,2026-05-31,https://blog.naver.com/myominey/224301824552,복세편살,blog.naver.com/myominey
서울 카페,5월,5월 1일 쉬니까 뭐 하지 하던 중 지원이가 서울 에 뭔필씨 보러 콘서트를 간다는 거 그래서.... 같이 가!!!... 나 이런거 진짜 좋아하는데....부산에 없는 이유 좀 깡지랑 여기저기 다 돌아다니다 카페 로 여기는...,2026-05-31,https://blog.naver.com/nam__su__/224301824207,뚜비니,blog.naver.com/nam__su__
서울 카페,"푸른 온실 속 쉼표 하나, 서울 수목원 가을 나들이","서울 시 동작구 재가노인복지기관입니다! 선선한 가을바람이 불어오던 날, 저희 기관에서는 어르신들과... 식사 후에는 수목원 내에 위치한 아주 멋지고 세련된 카페 로 자리를 옮겼습니다. 어르신들은 "" 세상에...",2026-05-31,https://blog.naver.com/seniordj/224301824299,서울시 동작구 재가노인복지기관,blog.naver.com/seniordj
서울 카페,전회경영어학원 맞춤 지도로 성적 향상 도움,"서울 강남구 남부순환로 2911 4층에 위치한 전회경영어학원은 도곡역 2번 출구에서 도보 약 3분 거리로... 주변에 카페 나 도서관도 있어 수업 전후로 학습하는 데 도움을 받을 수 있고, 지역 자체가 교육 인프라가...",2026-05-31,https://blog.naver.com/ghn66/224293764291,ㅇ3ㅇ,blog.naver.com/ghn66
서울 카페,가산동 지식산업센터 사무실 임대｜신축급 코너호실 실사용...,"✅ 임대정보 ✔️ 건물명: 가산 모비우스타워 ✔️ 소재지: 서울 특별시 금천구 가산동 459-21... 주변에는 식당, 카페 , 편의점, 은행, 업무지원시설 등이 밀집해 있어 실제 입주 후 직원들의 근무 편의성도...",2026-05-31,https://blog.naver.com/terra7033/224301616673,책임중개 한소장,blog.naver.com/terra7033
서울 카페,[성수 포켓몬 투어3] 서울 숲 포켓몬 시크릿 포레스트 후기! 최단...,점심과 카페 를 즐겼답니다. 오후 2시 30분이 넘어서야 드디어 입장 알림 톡이 도착했는데요! 먼저 열린 성수동 일정을 소화하느라 알림을 받고 나서 한참 뒤에야 서울 숲 현장에 도착할 수 있었어요. 혹시 순서가...,2026-05-31,https://blog.naver.com/ejl0304-/224301823835,✨구육이의 육각형 라이프(재테크·맛집·여행기록),blog.naver.com/ejl0304-
서울 카페,"[강북구] 미아사거리 케이크 맛집, 무설탕 디저트 카페 추천...",무설탕 베이커리와 디저트를 먹을 수 있는 미아사거리역 카페 추천 '당가라과자점' <영업시간> 매일 11:00~22:00 주소 : 서울 강북구 오현로6길 34 1층 전화 : 0507-1385-6939 미아사거리역 1번 출구에서 도보로 가까운...,2026-05-31,https://blog.naver.com/mim__mim/224301823468,밈밈 일상 기록,blog.naver.com/mim__mim
서울 카페,용인 고기리 계곡 카페 코울러 Couler 애견동반 야외좌석...,특히 수원 동탄 쪽에서도 멀지 않은 서울 근교라 분위기 좋은 카페 찾는 사람에게 추천하고 싶은 고기리 카페 였다. 주차 정보는 맨 아래에 정리했다. 1. 카페 외관 코울러는 대형 베이커리 카페 느낌은 아니다. 그...,2026-05-31,https://blog.naver.com/geemcood/224301823644,maybe you are magic,blog.naver.com/geemcood
서울 카페,GS건설 대규모리조트 가족콘도 아기랑 키즈 카페 까지 추천♥,ㅋㅋㅋ 손님이 하나도 없던데 ㅎㅎ 저라면 카카오프렌즈 카페 랑 같이 운영할 듯 해요!ㅎㅎ 드디어 도착!ㅎㅎ 서울 에서 여기까지 오는데는 ㅎㅎㅎ 한 1시간 40분 ~ 1시간 50분? 그 정도 걸렸던 것 같아요;...,2026-05-31,https://blog.naver.com/star3012777/224301823845,핫핑크미미 리뷰♪,blog.naver.com/star3012777
서울 카페,4월에는,"막상 카페 들어서니 브리저튼에 나올법한 인테리어에 누런 조명으로 공부는 하나도 못했다는 후문이.. 그래, 공부는 혼자해야지! 무슨..ㅋㅋ 헤어질때 쯤 친구가 서울 본가로 올라가야 한대서 동선이 겹쳐...",2026-05-31,https://blog.naver.com/breadman19/224301823403,off the record.,blog.naver.com/breadman19
서울 카페,[온라인 최저가 도전] 하이마트 공릉점 여름 필수가전 6월 한정...,깨끗한 정수 성능은 물론 투명하고 단단한 얼음을 바로바로 출수할 수 있어 홈 카페 를 즐기시는... 1.하이마트 공릉점 매장 정보 및 방문 안내 • 주소: 서울 특별시 노원구 동일로 1090 (공릉동 375-16) • 대표...,2026-05-31,https://blog.naver.com/aroma918/224301823746,노원구 공릉하이마트,blog.naver.com/aroma918
서울 카페,2026.05 일상,03 국밥으로 시작하는 하루 국밥은 내 소울 푸드다 요즘 유행하는 거 다 있는 카페 ! 서울 에서 친구가 놀러 와서 광안리 카페 를 갔다. #하우스오브브레드 그리구 내 감기 이슈로 숙소에서 한참 쉬다가 먹은...,2026-05-31,https://blog.naver.com/eunjome-/224301823985,은저니로그,blog.naver.com/eunjome-
서울 카페,5월,"진짜 ,, *베툴라 카페 사람 진짜 많아요 언니는 진짜 막 찍는데 신기하게 맘에 든단 말야 ,, ㅋ 녜... 혼자 서울 로 세미나 다녀오는 나는야 멋찐 어른 안나씨가 만들어주신 왕뚱땡이 샌뒤치 아빠 망빙 뺏어먹기...",2026-05-31,https://blog.naver.com/yungyye/224301823535,yungyye,blog.naver.com/yungyye
서울 카페,서대전역 KTX 시간표 가격 예매 편의시설 총정리,"서대전역 ktx 시간표, 물품보관함 보여드릴게요 서대전역 ktx 시간표 서대전역 물품보관함 저는 서울 에서 열차를 이용해 서대전역에... ㅎㅎ 서대전역 내부입니다 카페 도 몇 개 있고 식당도 몇 개있고....",2026-05-31,https://lefthusband.tistory.com/663,fgwaff,https://lefthusband.tistory.com/
서울 카페,26년 5월 - 쉬는걸 모르는 사람의 한 달,체력거지라 집가고싶어 죽는줄 ㅠ 오랜만에 퇴근하고 원이랑 새벽 카페 도파민 중독자들의 도파민 대화... 수원에서 서울 왔는데 새벽 1신데 심심함.. ㅋㅋㅋㅋㅋ다시 강남역으로 택시타고 옴 ㅋㅋㅋㅋㅋ 메이플...,2026-05-31,https://blog.naver.com/ryuree_/224301823206,율로그:),blog.naver.com/ryuree_
서울 카페,(역시나) 아직은 회사 생활이 체질이다,서울 터가 좋은 한양 정도전 안목 굿 청계천 앞 kfc 평점 구리고 왜 구린지 체감했지만 이렇게 좋은 날씨에 등을 보면서 밥을 먹을 수 있는게 참 좋았다 지나갈때마다 먼가 인플루언서 페이스가 많아보이는 카페 ...,2026-05-31,https://blog.naver.com/babylin21/224301823143,맛있는 것은 나를 춤추게 한다,blog.naver.com/babylin21
서울 카페,서초 PH1603 공급 정보,위치 : 서울 특별시 서초동 1603-56 외 5필지 규모 : 지하 5층 ~ 지상 16층 용도 : 도시형생활주택... 뮤직라운지 카페 &리프레시바 등 하이엔드 커뮤니티 구성 미래가치 포인트 경부고속도로 지하화 계획...,2026-05-31,https://blog.naver.com/w-1809/224301822924,브릭앤밸류BrickValue 같은공간다른가치,blog.naver.com/w-1809
서울 카페,이천이십육년 오월,밥먹고 카페 감 사진 안 찍어서 셋로그로 대체합니다 갑자기 고덕에 갓는데요 8년동안 못 본 은구를... 위키드 음 자몽이네서 며칠 자다가 복귀햇고 서울 운전 너무 햄들어요 젤리는 댓글을 먹구 자랍니다 안니엉,2026-05-31,https://blog.naver.com/jellymyme/224301822872,어제와내일사이에갇힌오늘,blog.naver.com/jellymyme
